DayOfWeek,DepDelay_x_bar,DepDelay_x_Lcl,DepDelay_x_Ucl,DepDelay_x_test,ArrDelay_x_bar,ArrDelay_x_Lcl,ArrDelay_x_Ucl,ArrDelay_x_test,Final_test
7.0,0.11746301775147928,-10.01125740962069,10.246183445123648,0.4807692307692308,0.09895756286982249,-11.885779145346916,12.08369427108656,0.3269230769230769,0.40384615384615385
2.0,0.07196734693877552,-7.040726624060969,7.18466131793852,0.45714285714285713,0.06071262282690854,-8.633258376918702,8.75468362257252,0.38095238095238093,0.419047619047619
6.0,0.08701183431952662,-6.598309966748904,6.772333635387957,0.5288461538461539,0.05274454511834319,-6.889000557908876,6.994489648145562,0.3942307692307692,0.46153846153846156
3.0,0.09420408163265305,-7.427546109158494,7.6159542724238,0.5047619047619047,0.08054043839758124,-8.100583957430453,8.261664834225614,0.4380952380952381,0.4714285714285714
4.0,0.11908653846153847,-7.927720889673796,8.165893966596872,0.5480769230769231,0.1133877280571992,-9.07918413660828,9.30595959272268,0.4807692307692308,0.514423076923077
1.0,0.09862312925170066,-6.324170053144636,6.5214163116480375,0.6,0.08128757435341287,-8.588262158538981,8.750837307245806,0.4857142857142857,0.5428571428571428
5.0,0.11919748520710062,-6.877495468239859,7.115890438654061,0.6730769230769231,0.11364906928007891,-7.816902953106082,8.04420109166624,0.6057692307692307,0.6394230769230769
